270,20,31,8,5,20,14,15
6,246,14,0,18,30,3,15
46,13,205,10,18,8,13,14
23,2,11,209,2,4,18,49
1,48,14,0,320,6,1,9
29,23,16,3,3,127,18,31
24,12,34,11,5,20,158,14
20,16,12,37,12,19,7,345
