263,24,16,15,1,28,13,23
7,256,2,3,25,28,1,10
56,26,153,14,27,13,20,18
18,0,3,231,3,6,12,45
4,32,3,0,349,2,3,6
10,37,3,3,3,159,9,26
28,19,12,15,7,33,151,13
6,15,9,37,13,32,8,348
